"ID";"UID DA TOMADA";"TIPO DE CARREGAMENTO";"ESTADO DO POSTO";"CIDADE";"MORADA";"LATITUDE";"LONGITUDE";"OPERADOR";"MOBICHARGER";"NÍVEL DE TENSÃO";"TIPO DE TOMADA";"FORMATO DA TOMADA";"POTÊNCIA DA TOMADA (kW)";"ESTADO DA TOMADA";"ÚLTIMA ATUALIZAÇÃO"
"TVD-00022";"TVD-00022-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"BURGUER KING Torres Vedras - Rua António Augu";"39.0824667";"-9.2608062";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"90";"Em uso";"2026-01-31T15:40:35.524Z"
"TVD-00022";"TVD-00022-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"BURGUER KING Torres Vedras - Rua António Augu";"39.0824667";"-9.2608062";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"60";"Disponível";"2026-01-31T15:40:35.524Z"
"TVD-00022";"TVD-00022-03";"Alta Potência Rápido";"Disponível";"Torres Vedras";"BURGUER KING Torres Vedras - Rua António Augu";"39.0824667";"-9.2608062";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:35.524Z"
"TVD-00023";"TVD-00023-01";"Potência Normal Médio";"Disponível";"Torres Vedras";"AVENIDA DA LIBERDADE (RUA JOÃO CARLOS JÚNIOR)";"39.080339";"-9.258985";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T13:32:16.556Z"
"TVD-00023";"TVD-00023-02";"Potência Normal Médio";"Disponível";"Torres Vedras";"AVENIDA DA LIBERDADE (RUA JOÃO CARLOS JÚNIOR)";"39.080339";"-9.258985";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T13:32:16.556Z"
"TVD-00024";"TVD-00024-01";"Alta Potência Rápido";"Em uso";"Torres Vedras";"(A8) KM 12,07 SUBLANÇO CARVALHAL / CAMPELOS";"39.157753";"-9.226828";"GLG - Galp";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"43";"Em uso";"2026-01-31T15:35:38.176Z"
"TVD-00024";"TVD-00024-02";"Alta Potência Rápido";"Em uso";"Torres Vedras";"(A8) KM 12,07 SUBLANÇO CARVALHAL / CAMPELOS";"39.157753";"-9.226828";"GLG - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"43";"Em uso";"2026-01-31T15:35:38.176Z"
"TVD-00025";"TVD-00025-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"(A8) KM 12,07 SUBLANÇO CARVALHAL / CAMPELOS";"39.156286";"-9.226606";"GLG - Galp";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"43";"Disponível";"2026-01-31T15:39:29.032Z"
"TVD-00025";"TVD-00025-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"(A8) KM 12,07 SUBLANÇO CARVALHAL / CAMPELOS";"39.156286";"-9.226606";"GLG - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"43";"Disponível";"2026-01-31T15:39:29.032Z"
"TVD-00029";"TVD-00029-01";"Alta Potência Rápido";"Offline";"Torres Vedras";"Avenida Doutor Afonso de Moura Guedes";"39.196107";"-9.238233";"GLP - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"120";"Offline";"2026-01-31T11:40:02.690Z"
"TVD-00029";"TVD-00029-02";"Alta Potência Rápido";"Offline";"Torres Vedras";"Avenida Doutor Afonso de Moura Guedes";"39.196107";"-9.238233";"GLP - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"120";"Offline";"2026-01-31T11:40:02.690Z"
"TVD-00036";"TVD-00036-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"R. LEONEL TRINDADE Nº14";"39.102092";"-9.257818";"GLP - Galp";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Disponível";"2026-01-31T15:03:07.505Z"
"TVD-00036";"TVD-00036-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"R. LEONEL TRINDADE Nº14";"39.102092";"-9.257818";"GLP - Galp";"Não";"Média Tensão";"CCS";"CABLE";"50";"Disponível";"2026-01-31T15:03:07.505Z"
"TVD-00039";"TVD-00039-01";"Potência Normal Médio";"Disponível";"Torres Vedras";"Avenida Poente";"39.091052";"-9.26589";"IBD - Iberdrola";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:39:54.703Z"
"TVD-00039";"TVD-00039-02";"Potência Normal Médio";"Disponível";"Torres Vedras";"Avenida Poente";"39.091052";"-9.26589";"IBD - Iberdrola";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T15:39:54.703Z"
"TVD-00040";"TVD-00040-01";"Alta Potência Rápido";"Em uso";"Torres Vedras";"PRACETA DA IGREJA S/N SANTA CRUZ SILVEIRA";"39.133359";"-9.379979";"ATL - Atlante";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"60";"Em uso";"2026-01-31T14:51:36.506Z"
"TVD-00040";"TVD-00040-02";"Alta Potência Rápido";"Em uso";"Torres Vedras";"PRACETA DA IGREJA S/N SANTA CRUZ SILVEIRA";"39.133359";"-9.379979";"ATL - Atlante";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"50";"INOPERATIVE";"2026-01-31T14:51:36.506Z"
"TVD-00041";"TVD-00041-01";"Alta Potência Rápido";"Offline";"Torres Vedras";"AVENIDA GENERAL HUMBERTO DELGADO 43";"39.090718";"-9.25345";"ATL - Atlante";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"100";"Offline";"2025-09-09T13:50:36.066Z"
"TVD-00041";"TVD-00041-02";"Alta Potência Rápido";"Offline";"Torres Vedras";"AVENIDA GENERAL HUMBERTO DELGADO 43";"39.090718";"-9.25345";"ATL - Atlante";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"50";"Offline";"2025-09-09T13:50:36.066Z"
"TVD-00044";"TVD-00044-01";"Alta Potência Rápido";"Offline";"Torres Vedras";"Rua Moinho do Espanhol";"39.1083";"-9.36668";"ATL - Atlante";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Offline";"2026-01-15T08:01:04.177Z"
"TVD-00044";"TVD-00044-02";"Alta Potência Rápido";"Offline";"Torres Vedras";"Rua Moinho do Espanhol";"39.1083";"-9.36668";"ATL - Atlante";"Não";"Média Tensão";"CCS";"CABLE";"60";"Offline";"2026-01-15T08:01:04.177Z"
"TVD-00044";"TVD-00044-03";"Alta Potência Rápido";"Offline";"Torres Vedras";"Rua Moinho do Espanhol";"39.1083";"-9.36668";"ATL - Atlante";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Offline";"2026-01-15T08:01:04.177Z"
"TVD-00045";"TVD-00045-01";"Alta Potência Ultrarrápido";"Disponível";"Torres Vedras";"E. N. 9 KM59 - Casalinhos de Alfaia";"39.0917036";"-9.3391531";"FCT - Iberdrola | BP Pulse";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"150";"Disponível";"2026-01-31T15:40:52.548Z"
"TVD-00045";"TVD-00045-02";"Alta Potência Ultrarrápido";"Disponível";"Torres Vedras";"E. N. 9 KM59 - Casalinhos de Alfaia";"39.0917036";"-9.3391531";"FCT - Iberdrola | BP Pulse";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"80";"Disponível";"2026-01-31T15:40:52.548Z"
"TVD-00045";"TVD-00045-03";"Alta Potência Ultrarrápido";"Disponível";"Torres Vedras";"E. N. 9 KM59 - Casalinhos de Alfaia";"39.0917036";"-9.3391531";"FCT - Iberdrola | BP Pulse";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"150";"Disponível";"2026-01-31T15:40:52.548Z"
"TVD-00046";"TVD-00046-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"E. N. 9 KM59 - Casalinhos de Alfaia";"39.0917036";"-9.3391531";"FCT - Iberdrola | BP Pulse";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"50";"Disponível";"2026-01-31T15:39:17.115Z"
"TVD-00046";"TVD-00046-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"E. N. 9 KM59 - Casalinhos de Alfaia";"39.0917036";"-9.3391531";"FCT - Iberdrola | BP Pulse";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"50";"Disponível";"2026-01-31T15:39:17.115Z"
"TVD-00047";"TVD-00047-01";"Potência Normal Médio";"Disponível";"Torres Vedras";"Avenida Das Guerras Peninsulares,";"39.1002768";"-9.2567441";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:22.612Z"
"TVD-00047";"TVD-00047-02";"Potência Normal Médio";"Disponível";"Torres Vedras";"Avenida Das Guerras Peninsulares,";"39.1002768";"-9.2567441";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:22.612Z"
"TVD-00048";"TVD-00048-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"R. António Alves Ferreira 2";"39.1017853";"-9.2535683";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"100";"Disponível";"2026-01-31T15:40:37.676Z"
"TVD-00048";"TVD-00048-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"R. António Alves Ferreira 2";"39.1017853";"-9.2535683";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"100";"Disponível";"2026-01-31T15:40:37.676Z"
"TVD-00049";"TVD-00049-01";"Alta Potência Ultrarrápido";"Disponível";"Torres Vedras";"R. António Alves Ferreira 2";"39.1017853";"-9.2535683";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"200";"Disponível";"2026-01-31T15:39:07.469Z"
"TVD-00049";"TVD-00049-02";"Alta Potência Ultrarrápido";"Disponível";"Torres Vedras";"R. António Alves Ferreira 2";"39.1017853";"-9.2535683";"HRZ - Powerdot";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"50";"Disponível";"2026-01-31T15:39:07.469Z"
"TVD-00050";"TVD-00050-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"N8-2, 2560-050 A dos Cunhados";"39.1639999";"-9.276477";"PRI - Prio";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"60";"Disponível";"2026-01-31T15:40:39.178Z"
"TVD-00050";"TVD-00050-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"N8-2, 2560-050 A dos Cunhados";"39.1639999";"-9.276477";"PRI - Prio";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"90";"Disponível";"2026-01-31T15:40:39.178Z"
"TVD-00064";"TVD-00064-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"R. da Ribeira 1, Paúl";"39.100554";"-9.286191";"MOT - REMO";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"120";"Disponível";"2026-01-31T15:38:55.047Z"
"TVD-00064";"TVD-00064-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"R. da Ribeira 1, Paúl";"39.100554";"-9.286191";"MOT - REMO";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"120";"Disponível";"2026-01-31T15:38:55.047Z"
"TVD-00075";"TVD-00075-01";"Alta Potência Rápido";"Em uso";"Torres Vedras";"Pç. Dr. Francisco Sá Carneiro";"39.085408";"-9.258599";"MOT - REMO";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"120";"Em uso";"2026-01-31T15:40:23.648Z"
"TVD-00075";"TVD-00075-02";"Alta Potência Rápido";"Em uso";"Torres Vedras";"Pç. Dr. Francisco Sá Carneiro";"39.085408";"-9.258599";"MOT - REMO";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"120";"Em uso";"2026-01-31T15:40:23.648Z"
"TVD-00085";"TVD-00085-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"Rua Inácio Nunes da Costa, 2560-546 Silveira";"39.114056";"-9.367639";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Em uso";"2026-01-31T14:36:37.006Z"
"TVD-00085";"TVD-00085-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"Rua Inácio Nunes da Costa, 2560-546 Silveira";"39.114056";"-9.367639";"GLP - Galp";"Não";"Média Tensão";"CCS";"CABLE";"50";"Disponível";"2026-01-31T14:36:37.006Z"
"TVD-00085";"TVD-00085-03";"Alta Potência Rápido";"Disponível";"Torres Vedras";"Rua Inácio Nunes da Costa, 2560-546 Silveira";"39.114056";"-9.367639";"GLP - Galp";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Disponível";"2026-01-31T14:36:37.006Z"
"TVD-00086";"TVD-00086-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"Avenida António Augusto Cabral";"39.081923";"-9.26401";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T14:21:59.495Z"
"TVD-00086";"TVD-00086-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"Avenida António Augusto Cabral";"39.081923";"-9.26401";"GLP - Galp";"Não";"Média Tensão";"CCS";"CABLE";"50";"Fora de Serviço";"2026-01-31T14:21:59.495Z"
"TVD-00086";"TVD-00086-03";"Alta Potência Rápido";"Disponível";"Torres Vedras";"Avenida António Augusto Cabral";"39.081923";"-9.26401";"GLP - Galp";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Fora de Serviço";"2026-01-31T14:21:59.495Z"
"TVD-00087";"PT-EDP-ETVD-00087-1";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua Joaquim dos Santos Vaquinhas 1";"39.084302";"-9.260658";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T11:45:23.076Z"
"TVD-00087";"PT-EDP-ETVD-00087-2";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua Joaquim dos Santos Vaquinhas 1";"39.084302";"-9.260658";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T11:45:23.076Z"
"TVD-00088";"PT-EDP-ETVD-00088-1";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua Joaquim dos Santos Vaquinhas 2";"39.084302";"-9.260658";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:29:28.973Z"
"TVD-00088";"PT-EDP-ETVD-00088-2";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua Joaquim dos Santos Vaquinhas 2";"39.084302";"-9.260658";"EDP - EDP Comercial";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:29:28.973Z"
"TVD-00089";"TVD-00089-01";"Alta Potência Rápido";"Disponível";"Torres Vedras";"R. Nossa Sra. da Graça 109, ";"39.13714";"-9.36014";"HLX - Helexia";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"60";"Disponível";"2026-01-31T15:40:26.086Z"
"TVD-00089";"TVD-00089-02";"Alta Potência Rápido";"Disponível";"Torres Vedras";"R. Nossa Sra. da Graça 109, ";"39.13714";"-9.36014";"HLX - Helexia";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"60";"Disponível";"2026-01-31T15:40:26.086Z"
"TVD-00090";"TVD-00090-01";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua Varandinha";"39.112217";"-9.392715";"GLP - Galp";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T14:57:50.710Z"
"TVD-00091";"TVD-00091-01";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua do Sossego";"39.034687";"-9.243179";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:34:22.376Z"
"TVD-00091";"TVD-00091-02";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua do Sossego";"39.034687";"-9.243179";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:34:22.376Z"
"TVD-00092";"TVD-00092-01";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua do Sossego";"39.034687";"-9.243179";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:33:58.744Z"
"TVD-00092";"TVD-00092-02";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua do Sossego";"39.034687";"-9.243179";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:33:58.744Z"
"TVD-00093";"TVD-00093-01";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua do Sossego";"39.034687";"-9.243179";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:34:16.882Z"
"TVD-00093";"TVD-00093-02";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua do Sossego";"39.034687";"-9.243179";"GLP - Galp";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T10:34:16.882Z"
"TVD-00094";"TVD-00094-01";"Alta Potência Rápido";"Offline";"Torres Vedras";"ESTRADA NACIONAL 8-2";"39.177108";"-9.273203";"GLP - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"60";"Offline";"2026-01-27T02:11:03.080Z"
"TVD-00094";"TVD-00094-02";"Alta Potência Rápido";"Offline";"Torres Vedras";"ESTRADA NACIONAL 8-2";"39.177108";"-9.273203";"GLP - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"60";"Offline";"2026-01-27T02:11:03.080Z"
"TVD-00095";"TVD-00095-01";"Potência Normal Médio";"Disponível";"Torres Vedras";"ESTRADA NACIONAL 8-2";"39.177108";"-9.273203";"GLP - Galp";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-30T22:56:03.435Z"
"TVD-00095";"TVD-00095-02";"Potência Normal Médio";"Disponível";"Torres Vedras";"ESTRADA NACIONAL 8-2";"39.177108";"-9.273203";"GLP - Galp";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-30T22:56:03.435Z"
"TVD-00096";"TVD-00096-01";"Alta Potência Ultrarrápido";"Em uso";"Torres Vedras";"R. Inácio Nunes da Costa 19,  Silveira, Portu";"39.11389";"-9.368239";"CPS - Moeve";"Não";"Baixa Tensão Normal";"CCS";"CABLE";"150";"Em uso";"2026-01-31T15:40:40.853Z"
"TVD-80002";"TVD-80002-01";"Potência Normal Lento";"Disponível";"Torres Vedras";"Avenida General Humberto Delgado";"39.0875001";"-9.25582";"ATL - Atlante";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"3,7";"Disponível";"2026-01-31T15:39:51.009Z"
"TVD-80002";"TVD-80002-02";"Potência Normal Lento";"Disponível";"Torres Vedras";"Avenida General Humberto Delgado";"39.0875001";"-9.25582";"ATL - Atlante";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"3,7";"Disponível";"2026-01-31T15:39:51.009Z"
"TVD-80005";"TVD-80005-01";"Potência Normal Lento";"Disponível";"Torres Vedras";"Rua São Gonçalo de Lagos";"39.0930035";"-9.2638797";"ATL - Atlante";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"3,7";"Disponível";"2026-01-31T15:40:33.547Z"
"TVD-80005";"TVD-80005-02";"Potência Normal Lento";"Disponível";"Torres Vedras";"Rua São Gonçalo de Lagos";"39.0930035";"-9.2638797";"ATL - Atlante";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"3,7";"Disponível";"2026-01-31T15:40:33.547Z"
"TVD-80006";"TVD-80006-01";"Potência Normal Médio";"Em uso";"Torres Vedras";"AVENIDA DO ATLÂNTICO";"39.1361972";"-9.3802156";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T13:46:09.322Z"
"TVD-80006";"TVD-80006-02";"Potência Normal Médio";"Em uso";"Torres Vedras";"AVENIDA DO ATLÂNTICO";"39.1361972";"-9.3802156";"GLP - Galp";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T13:46:09.322Z"
"TVD-90001";"TVD-90001-1";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua Henriques Nogueira";"39.091306";"-9.257203";"EDP - EDP Comercial";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Em uso";"2026-01-31T15:40:10.425Z"
"TVD-90001";"TVD-90001-2";"Potência Normal Médio";"Disponível";"Torres Vedras";"Rua Henriques Nogueira";"39.091306";"-9.257203";"EDP - EDP Comercial";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"22";"Disponível";"2026-01-31T15:40:10.425Z"
"TVD-90004";"TVD-90004-01";"Potência Normal Lento";"Disponível";"Torres Vedras";"Parque Verde Varzea";"39.0879488";"-9.2628005";"EDP - EDP Comercial";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"3,7";"Disponível";"2026-01-31T15:39:54.600Z"
"TVD-90004";"TVD-90004-02";"Potência Normal Lento";"Disponível";"Torres Vedras";"Parque Verde Varzea";"39.0879488";"-9.2628005";"EDP - EDP Comercial";"Não";"Baixa Tensão Normal";"Mennekes";"SOCKET";"3,7";"Em uso";"2026-01-31T15:39:54.600Z"
"TVR-00002";"PT-EDP-ETVR-00002-1";"Potência Normal Médio";"Disponível";"Tavira";"Pousada Convento Tavira 1";"37.125096";"-7.652786";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-19T14:53:19.000Z"
"TVR-00003";"TVR-00003-1";"Potência Normal Médio";"Disponível";"Tavira";"Pousada Convento Tavira";"37.125096";"-7.652786";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T15:39:25.945Z"
"TVR-00009";"PT-EDP-ETVR-00009-1";"Potência Normal Médio";"Disponível";"Tavira";"Hotel Vila Galé Tavira 2";"37.123522";"-7.645648";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T00:02:56.741Z"
"TVR-00012";"TVR-00012-01";"Alta Potência Rápido";"Disponível";"Tavira";"(N125) EN125 - SITIO S. PEDRO KM132 (LADO N)";"37.118205";"-7.663237";"GLG - Galp";"Não";"Baixa Tensão Especial";"CHAdeMO";"CABLE";"50";"Fora de Serviço";"2026-01-31T15:02:53.124Z"
"TVR-00012";"TVR-00012-02";"Alta Potência Rápido";"Disponível";"Tavira";"(N125) EN125 - SITIO S. PEDRO KM132 (LADO N)";"37.118205";"-7.663237";"GLG - Galp";"Não";"Baixa Tensão Especial";"CCS";"CABLE";"50";"Em uso";"2026-01-31T15:02:53.124Z"
"TVR-00012";"TVR-00012-03";"Alta Potência Rápido";"Disponível";"Tavira";"(N125) EN125 - SITIO S. PEDRO KM132 (LADO N)";"37.118205";"-7.663237";"GLG - Galp";"Não";"Baixa Tensão Especial";"Mennekes";"CABLE";"43";"Disponível";"2026-01-31T15:02:53.124Z"
"TVR-00014";"TVR-00014-01";"Potência Normal Médio";"Disponível";"Tavira";"Urbanização Golden Club, 51";"37.13263";"-7.60818";"LUZ - LUZiGÁS";"Não";"Baixa Tensão Normal";"Mennekes";"CABLE";"17,5";"Disponível";"2026-01-31T15:39:54.414Z"
"TVR-00014";"TVR-00014-02";"Potência Normal Médio";"Disponível";"Tavira";"Urbanização Golden Club, 51";"37.13263";"-7.60818";"LUZ - LUZiGÁS";"Não";"Baixa Tensão Normal";"Mennekes";"CABLE";"17,5";"Disponível";"2026-01-31T15:39:54.414Z"
"TVR-00017";"PT-EDP-ETVR-00017-1";"Potência Normal Médio";"Disponível";"Tavira";"Sitio do Marco 632A 632";"37.153187";"-7.751534";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T00:02:56.821Z"
"TVR-00017";"PT-EDP-ETVR-00017-2";"Potência Normal Médio";"Disponível";"Tavira";"Sitio do Marco 632A 632";"37.153187";"-7.751534";"EDP - EDP Comercial";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Disponível";"2026-01-31T00:02:56.821Z"
"TVR-00019";"TVR-00019-01";"Potência Normal Médio";"Offline";"Tavira";"Rua Almirante Cândido dos Reis, 247";"37.130796";"-7.636866";"ATL - Atlante";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Offline";"2025-12-01T14:11:38.273Z"
"TVR-00019";"TVR-00019-02";"Potência Normal Médio";"Offline";"Tavira";"Rua Almirante Cândido dos Reis, 247";"37.130796";"-7.636866";"ATL - Atlante";"Não";"Média Tensão";"Mennekes";"SOCKET";"22";"Offline";"2025-12-01T14:11:38.273Z"
"TVR-00020";"TVR-00020-01";"Potência Normal Médio";"Offline";"Tavira";"Rua Almirante Cândido dos Reis";"37.130796";"-7.636866";"ATL - Atlante";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Offline";"2025-12-01T14:08:41.637Z"
"TVR-00020";"TVR-00020-02";"Potência Normal Médio";"Offline";"Tavira";"Rua Almirante Cândido dos Reis";"37.130796";"-7.636866";"ATL - Atlante";"Não";"Média Tensão";"Mennekes";"SOCKET";"7,4";"Offline";"2025-12-01T14:08:41.637Z"
"TVR-00021";"TVR-00021-01";"Alta Potência Rápido";"Disponível";"Tavira";"E.N. 125,";"37.123309";"-7.659869";"ATL - Atlante";"Não";"Média Tensão";"CCS";"CABLE";"60";"Em uso";"2026-01-31T15:01:35.361Z"
"TVR-00021";"TVR-00021-02";"Alta Potência Rápido";"Disponível";"Tavira";"E.N. 125,";"37.123309";"-7.659869";"ATL - Atlante";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Disponível";"2026-01-31T15:01:35.361Z"
"TVR-00021";"TVR-00021-03";"Alta Potência Rápido";"Disponível";"Tavira";"E.N. 125,";"37.123309";"-7.659869";"ATL - Atlante";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Disponível";"2026-01-31T15:01:35.361Z"
"TVR-00022";"TVR-00022-01";"Alta Potência Rápido";"Disponível";"Tavira";"M514 Rua Silva Domingues,";"37.12674";"-7.64494";"ATL - Atlante";"Não";"Média Tensão";"CCS";"CABLE";"60";"Fora de Serviço";"2026-01-30T10:30:37.007Z"
"TVR-00022";"TVR-00022-02";"Alta Potência Rápido";"Disponível";"Tavira";"M514 Rua Silva Domingues,";"37.12674";"-7.64494";"ATL - Atlante";"Não";"Média Tensão";"CHAdeMO";"CABLE";"50";"Fora de Serviço";"2026-01-30T10:30:37.007Z"
"TVR-00022";"TVR-00022-03";"Alta Potência Rápido";"Disponível";"Tavira";"M514 Rua Silva Domingues,";"37.12674";"-7.64494";"ATL - Atlante";"Não";"Média Tensão";"Mennekes";"CABLE";"22";"Disponível";"2026-01-30T10:30:37.007Z"
"TVR-00024";"TVR-00024-01";"Potência Normal Médio";"Offline";"Tavira";"Aldeamento turístico Pedras da rainha ";"37.1389848";"-7.6044055";"EGR - EVOLUT.Green";"Não";"Baixa Tensão Especial";"Mennekes";"SOCKET";"22";"Offline";"2026-01-27T08:35:02.287Z"
